Job Board,Post URL,Company Name,Industry,Location,Position/Title,Skills,Seniority Level,"Job Type (i,e. Remote, Hybrid, On Premise)",Minimum Years Experience
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=104&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_7556c2f5&cb=1678920214450&jobListingId=1008530830477&cpc=0F120DD93C91FC85&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-1f658d527443b9f9--6NYlbfkN0C2ruSLbldHgJRxGqX58M4ekFWuaOJ1Xy3nZgzYPyc2K8EA9EJ6xvB7ke-6BRFuJu-D9nKabMWzbgZ-Zg7TwIuKiNrJ9nQuf7y_-nLsvk9uQGQbjeOUUNScKN9bRR1QvJYxII0Oyf3jFphLqPOsroJiNGsEQiiHn2ujPox1-zDhxi3RW0TFmwnngTTlObpBSVxYZJK3I-FCarO065eDqwjGm5nksXmxYZzMtcS3p5GmHGIrUIw436_3Bo0WOWuJq7yUr_X6XkrGcvsYABlw4ZK961CE2UI96MZWTyRZyxMXjC4xZPUifdA22VM_vwGVDwT03zdM7T8OkIeCBo1NQku4QqpM-Hkwd3yMDCgh5rnVzTTRBv8AK5nM_Oxy2MXrARCKirk3K7QGd6EwW1cYlVWji_BuBjXQc1d3m6qJALAeyDgSoH0CkjI6GBUlYg1FOtLOUxNo2fdpFUBTXLsdzzrXH7mCbLph0sQeG4FEiZ9jI4QCNGKnNhErCiqZQyDSwbWkwFOfQ1uHCnSgswJLTG8CygM2O-3p2bOTOPZnGX5wtgcooLPRMUFHA7D5YEFHE1Dj4VwJGqq4lWqCMXM2Vlzr,Diamond C Trailers,,"Mount Pleasant, TX",Senior Data Analyst,"5+ years of report writing experience. 5+ years experience in SQL (Oracle DB2 preferred). Fluency in writing SQL queries from scratch, creating stored procedures, creating views, and so forth.
2+ years of Tableau experience.
Bachelor's degree in Computer Science, Information Technology, or related field. In lieu of degree, an additional 4 years of relevant experience may be considered.
Ability to interface and communicate with all levels of employees, from welders to C-level executives.
Excellent communication skills. Both verbal and written.
Database maintenance experience (Oracle DB2 preferred). Experience in managing table security permissions and performance analysis tools.
ETL pipeline experience.
Crystal Report Writer experience.
Experience in a manufacturing environment is a plus. We use DelmiaWorks (formerly IQMS).
Machine Learning and Big Data experience.
Python.
Spanish.",Senior,"c(""Hybrid"", ""Hybrid"", ""remote"")",
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=105&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_ebbe60fd&cb=1678920214450&jobListingId=1008476776550&cpc=0AC337DC849E2726&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-a00d745bbd0c1fb5--6NYlbfkN0DWtRa9NJfjQIs4MWRRqD4F41esfMsK79cV24t80VXfzdTap1Gt6_dC_9JB3XLomADWAWIdC-dM3TUigieJ3lTMSC7MRJulPOBdGIehXeToHmiV0ALxxlpCk1WVZyMoKtzIebdvtNUUoXwqmJZFZUaTQMBIWKHo_yGsnoJ0IleZBx5UyIjD0g__1UeZfpWUkDnfFORusH3x4W6P5X9lGGg9oLK_urp7LLXvvrSs-m40UmmMcbDGjw_1HBT2HsXU6iPI0D6B_f_3UJrO1KvKKXTQO9m7ZZeK0XLpLTuQaI1Ll-blTAe9umkCvPZW0POk1LFenm69xaUxSTcW6Emt1FfWeHJ0iAhBoFG7PhQnA1M7T_pDA77pCsBwrCYdW9u_hcHRusfP9IjgNudHFCTaVvscGRb8EFY65ymphduP3EqHK2pd4XGr4kNwkLFC4L6BOxFgf_0f8iKC9f80CjfnsAJbwNjnh6pQZ2x24M7gPOKatuzV-MvoeszBSzt8aauNGsi4I3umIoUq8r74-Spz8tbmWs7G3F1fSQeKtis51SKVjsj8JetXMOrjy1dTAq9PYf244PsTDdoTUBN2hLqSfnXU,"THE CALIBER GROUP, INC.",,"Tucson, AZ",Media Planning Supervisor,"n-depth understanding of media planning, negotiation, implementation, and performance analysis
Proven experience and leadership skills managing the work of others in the media department
Experience and ability to meet both client and agency objectives
Strong analytical skills and ability to relate results to client business objectives
Excellent verbal and written communication skills, and attention to detail, accuracy
Excels at developing and presenting integrated media strategies and detailed budgets
Ability to organize ideas and information logically and sequentially
Experience developing media presentations and tactical POVs
Ability to develop client plans and reports that are clear, compelling, and persuasive
Will ensure key information is provided to team regarding client, agency or media issues, changes in account status, etc.
Demonstrated ability to plan, meet multiple deadlines, and perform under deadline pressures",Supervisor,"c(""Hybrid"", ""remote"")",
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=106&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_0ecd3290&cb=1678920214451&jobListingId=1008519365595&cpc=D1854919426062D1&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-6bf783b66ccd10d3--6NYlbfkN0CrCc-ZyMkHPvmvxhjWYdzgrrfD27jglJlha28Z4j1qDXW5FKJB0tJbqRgXHMM13t4i6AUBxq8XLjbPSydVUxyIUHYai6dmzDato_uH1FlKIollNS6MVRhyAJGTVMEuoFifsvuSykx57s4o1_2tM9wHrp3X2Q2cCnSCvL1rBQnPl13KNOeWrRBtFtz1a9wyiVYISK1PX4lgdkmrDhKRLVLEE5LneAh5wr10ZFvIdFPxC2jorlMgSgjsf3hiJvh3_K_7VY1cT0cCdSFzD0erTQp5VoMjDYqNaw0GsxM87rWe_-0svAMe6tSoTcgjkSkE98Ur21GtrbjpWRTjjfeB4JCp6FldjzmMG4odSEcAqyKprmPPpcWG3pWr6kbHSDYds-O2SZ5qBRAMoPGy_OnfQBJuRaeXt_aFdwfGYBzaSNm7ZjuuzkPTj3X_xBFAB3D3PMPt8bpWAqt5PlcovkQae_SWTmcut31ts0EBKfi3skhPsXky1o7FRi9BrfoztjE48iIclINJvxV8eoEZov4rEp9wj4wmCN5HsqW1Filw6yRAMGX3ph7l7XFsRM86vrwIgjLpS1Nx52fKI0IqpLZPbIBRLi8FlCg0CHs%3D,"Walmart Supply Chain North Platte, NE #7018",,"North Platte, NE",Asset Protection & Safety Manager,,Manager,In person,
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=107&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b57731da&cb=1678920214451&jobListingId=1007577002262&cpc=7C4254ED5020F855&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-3b128a5afa22c89b--6NYlbfkN0BbyS3g3l0OnpNvA1X8G22NJOCiqpCoEy0AiiwsVTMfNBaFMWeF3X8dlVNw6yk3xT_nLM_fUi7_NbmF7x1yD3y-a-yWq3naJIhRTwCN04r85KZCQJM1s7Byda76nrR95ZGgH4Wi3FZEMTpmjSg5a_bUy5pNVYy_VIOfVhWd7DB7ir6kNf11NjECwlBJwWlKKS6TqqXD5XPo1LnmRCPDQJKZY-W4kxDnzwoaxjv_lAvCUbHOgUMxw-BiPmRql1P0bnFge1KbWu-5hKZNdKyjD98r-S7bsLYcWoX8tbxIdzQIgMcf_W3x9zGShK_NCOry5krEp0225nYkJsGDcAODmAPONaGsAwcOM_c9d6h-CkBczDMNdT3_hitT5Nr62U_Cn_anv9thvAgjC71Iq7Hj_8YhrnVnVtKxSp8QVcS0zU_n6zX1-_hWWvOdGZoHmwapjdgtnU3vpWUANabYPXptSLudXod6l3mpeqRDyCJyf_f3jx4wrPEic-xPJBdZO_Fl1ocZV-4SuxUSumSd6u6nke_A35H6xvDVMS4aBsek3PpsFYRRPnr1Hp3vqmmIaS15um6MCZm6i0ThNn_aj28zBEjTU1zSRx4x_69nMjRZN3EIYTMd8FynZhs60PMWyy5pXxw%3D,Cenergy International Services,,"Boston, MA",Senior Systems Engineer - Systems Modeling & Controls Expert,"Bachelor’s degree in science or engineering. A Master’s degree is a positive.

· At least 7 years of work experience with 2 years focused on System Modeling or Control Development

o Experience in systems modeling for concept development, simulation of dynamic systems and trade-off analysis is desirable

o Experience with advanced and distributed control systems. Design, develop, test and deployment of new control architectures

· Knowledge in the following subject areas:

o The ability to create detailed mathematical models to express functional dependencies when system elements can be isolated, and their behavior can be well represented by mathematical constructs

o The ability to experiment with numerical computation techniques with a software model of a physical system, or a function or a process

o Familiarity with PLC and SCADA systems, digital signal processing and microcontrollers would be an added asset

o Experience performing analysis with large datasets

· Experience with the following is a significant asset:

o Coding Languages: Python, R, MATLAB Simulink, SQL, etc.

o Analytics & visualization tools (Tableau, ggplot/matplotlib or equivalent)

Desired Personality Traits and Abilities

· Excels in “grey areas” with the ability to take ambiguous stakeholder challenges and establish an actionable project execution strategy that satisfies their needs

· Strong collaborative and interpersonal skills with the ability to manage complex stakeholder relationships

· Enthusiastic individual with a continuous improvement mindset that has a willingness to contribute to and enhance the culture and our ways of working at STW

· Ability and drive to deliver on time, while working in a semi-autonomous environment

· Willingness to travel up to 20% domestically and internationally",Senior,character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=108&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_9d17114b&cb=1678920214451&jobListingId=1008526726752&cpc=F1F9710DED3F09F8&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-57e519d15eee1f76--6NYlbfkN0DXkh61CBKLAbWGthCj1ez4QfJvZu0_FGYLh-4zLvFOdTUcajp-3BY__6JvHmF-Tgry9IYOwxJITyNBOrZBzFDNyDp9047XcTWhQjIVDPtfz4A1ZDwh-wh-_A8Fqd-QdJTlGNpBUvgbhyeAtkOGyFW5xeqOuS-SHultoro668NbATHaCYf7dRTDk6uQFTbnaonMTc4lFWg53AFmorPuVDog9tCPuRpQepZlAawrBOOflejL7iANkxmfStQHGnoKRcKJ9GfqGCkWm4oQ5yrpdQECcvIKlSyTeK_FwtAQKC65LV-EFtncKWX4K2HH5SyD6ruTyGD0Ok6fOpzr1qvFC6FiL2XOUkx8eqR9dX9Tl3ikFVnp9Wd4Epf4qb14y1yNGppCWsAOgYmBtbcgW7nhJepI3kfGWdmcQDwbg3iBiesSbzkcVGgXwHcClsRhYWy3N1-RrIMd0VT-vkQ4RLs8lytczcTWpzeLxoy7OjRj5GGrG1pPktaK3P5oLYZeDVQLoHk20yC_Ic05U9XK47M3RPRr4rHLqKF0K0vKTHpH1gAwiXybuBZejbv7-36en9xN0hHATF-XhAghtqiJESH7TSrAllLeBI0CtnMWp4zEfZrT9D56AiBdWBaSdhHLdUf0cZ8wOfYDZuTG0EhyKhIoq5u3,Enbridge,,"Houston, TX","Data Head, Technology + Innovation Lab","Experience leading a team of Data Scientists; Minimum of 5 years of experience in data science.
Master’s or PhD Degree in Information Technology, Computer Science, or a related quantitative discipline.
Understanding of high performance algorithms and R statistical software.
Experience in industry data science (e.g., machine learning, predictive maintenance) preferred.
Capability to architect highly scalable distributed systems, using different open source tools.
Demonstrated experience with agile or other rapid development methods.
Demonstrated experience with object oriented design, coding and testing patterns as well as experience in engineering software platforms and largescale data.
Excellent problem solving, critical thinking, and communication skills.
Experience in developing presentations and communications to be shared with internal and external stakeholders.
Able to build a sense of trust and rapport that creates a comfortable & effective workplace.",character(0),"c(""Hybrid"", ""Hybrid"")",
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=109&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_86210f8a&cb=1678920214451&jobListingId=1008398370140&cpc=90FB925E786A2860&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-b00c5bc583b118f1--6NYlbfkN0AYsXq9S3pwm_KTYbr_wj-GFU49KjCDAut0wcGhdmJBIfSXxakgvZCiSLxSDw_SprqqI6KZQmQz35sOq9tVB-CWLJnmeQ5QhFgdggSoXbya0S5Yuw2zCfQork6_XI9BOM9MG1OHe78kzvvvMfBtPj5vXzNLlVmtZ9j3I6TJMINokDg2q83LjOpzyvCPlhq9EfE0eDLzBG2ndQClKg2ywH98foEj9CXwLIxHagSg81T9H7o0km-q9q5IYY0C7kCyLyYgyB0WxWzBi-j1oK-9-JgU93WiEYuy2n-gb1cOXyiskEP16AdrcEdtn5bRo_NsF9tGVre_Tsrqz6c7FiDdSv1Gn-dNCxowr1V0DhWlD772p5d5oMzt-I2ifEuMeBKPA3h7q7r64uHQiSwp3eYDk3Hvk2DMQKFCgprnUw5w2aJf1j43CAbsBq8gCXBdzjKuiMQRjBX4Xrr3tgh3AljgT6myMxxUQMHKlD_uCpLfPD3poCd97QTjAu-KfnC4GNIiOzihjr5fA7L5XJ7MoO2R1wJUi-D4LZTcQnhTlldUyfc4z0HObq4LQJ4-i_DsjPsUu04w8jkof-qCeEfQqj_AhnN-i9amqvcNbw5gtT4q8MVjqt-Vfh9yZbO6U1UnVxMpLJ7TkCxqdRZKu5Gh2RfAwItz,Americo,,"Kansas City, MO",BI Analytics and Integration Manager,"Must have a proven track record in information management/governance, data management, data analytics, data architecture, and team and project management.
Strong communication and presentation skills.
Ability to manage multiple priorities, multi-task across projects, and effectively prioritize.
Experienced in mentoring and coaching more junior resources.
Proven experience understanding cloud and emerging analytics data structure and schemas, especially data vault, AWS S3, etc.",Manager,character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=110&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_0e1fdbbb&cb=1678920214451&jobListingId=1008506591909&cpc=A1E2D04CAB10975F&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-e28120472f475741--6NYlbfkN0DJ9JRso26i2D4tQcfl1gtFXJkAeNCKWTrBM27lH9GOblpLlfXdLf9Oa44B845qjccHTsMMOanVNMK4eR27phpKoauLXiW64x_g4evaCbQiincFRWGbehhBtKYoe9w2GX_fFA8Dt1qdwsDRPaIzJg9Xx2ok1xdPWZE0Gs1O-8pMmVnM0rBNbpLXcuaVbLK6FxnbM9-uaqo4BCJv1ygIIxpoc4Rd-tUJFeFOMwLIjqkUv2KINvtxVzTpcuqG7Hf6i0a1mt5EX7DkK1VkqPyOyTMJ8Bw306hqeVIHLoXeOL7ZQ90XFDJqOnFjzvYr8XIMp2pPYPhQu7Kx9j4wN8Y3hVD48bWa5dZA9Oc6IKlSqfO8c1DVBK30NaSjkMUYYEG48PrQ-w0IRi_s2YZLZ8UuUHxX_n21ycmqJsh2xyLBgxW2pN_uqjZ19gPNoq0Uila2INVfwo2HGXk2_r0Ltr7hRIzCDQYSgydp5SpWwQvpCuNAjgu7wwK0jF2zQnJPr5J_QvgkqNJPbogfwibiLgeh09XiqXoQ84-dkMZv7_5MYFQ0vIjMcDBKdI98IV1QSjjSsw2qpogE-ihlM8XjDyPOKc8NgE9bK4Tmx_k3Y2PkYAY63tFfMggwoKGVCXM-vTtu0A9sqjrBSZonS8aebbiPjynr,Christus Health,,"Irving, TX",Talent Insights Analyst,"Bachelor’s degree in business, human resources, psychology, statistics, or related field required.
Master’s degree in industrial/organizational psychology, statistics, human resources, data analytics or a related discipline preferred.
Strong statistical analysis skills.
4+ years of experience analyzing data to produce actionable insights and recommendations.
Experience with data visualization tools.
Demonstrated experience working effectively with Associates at all levels of the organization.
Demonstrated experience in getting things done through networking and collaboration in a complex, matrixed environment.
Knowledge of content area including theory, methods and concepts. Ability to transform theory, methods, and concepts into understandable, tangible designs and measurable results.",character(0),character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=111&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_ef1b5903&cb=1678920214451&jobListingId=1007784538116&cpc=987D8AFE463DF687&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-f18a9d664939d3d6--6NYlbfkN0Bhr8CzNXk_kq8VbOnaegUXV7MSXFkQREdFtn5A2jDwRArKtI5GiFp3ChOKtWnLwC_OW6vYX-cTxth2ADoFbA2dKzNxoaFfW1vg9-p0vw1bHt1G3GKsFJXl94f3iDe5arrvfxgftQQB6WuRE1zqT_PsUSjq_1V3FBtGYePol5NEK-FPChXNsA0cAx6YFUMEP7mcVxs4CClAQxh4tmeRyiWlZsUB0UWZPvH4bYaWLCol3KFO5qpgSPPCuKwqpf0oaUUb1-aKN4d_Uc5SwoLdLK3XsA-ItUIaX2XkeVewX4TRxv8i3zr9eW3mGfpGuaLCD_MCaxKX3etyTR8SdM7pE9ze3r7G0k-AzmPbYsti-uSc7YrgpSklmjc8fRU2bi3Ssix0LmADu4adEF4mHPvthIymw6sTt8eELpibRE6TiuB2YDNETN9VZsvukBly86D7fbf7PmatK8T3rZ-inUnKl5x5XTvSwOyuFxlY-Ju5DnJBL9x0ULemxzRiWp6mA7kdc3fjE41GZIKFkJIOLqeuJWwMOuLwOHLPi0Ta3davAZRc-19MIUz3pOsjaUUivS54qUTwyGsykzeC16hyRSuUecj5uKtOYQzJ0Jv-ZyfODn9-y_hQYqqLUTKbrpC_BbmDyNe4okJQiZpEbcUEv7FONaph-SsfUlzc_I9GBXymjwsZBTF3WMSKDTeg85gMYYxiR6I%3D,Boston Children's Hospital,,"Boston, MA",Natural Language Processing Research Assistant II,"Bachelor's degree
Experience in NLP feature engineering and modeling (e.g., text classification, entity recognition, entity extraction, question answering)
Experience with SoTA modeling techniques (such as transformers, BERT, etc)
Experience taking an NLP project from concept to production
Building deep neural networks with modern tools, such as PyTorch or Tensorflow
Expertise with Python
One Journal publication or peer-reviewed conference paper or projects with public code repositories
Research experience and practical knowledge of research principles is required whether through previous internship, work experience, or coursework. Experience with healthcare datasets is a plus
Excellent critical thinking skills are required.
Work requires the ability to communicate effectively both orally and in writing.
",Assistant,character(0),
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=112&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_d44b30d9&cb=1678920214451&jobListingId=1008428688354&cpc=C433947A107EB3A8&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-e150557bba8ec2b1--6NYlbfkN0DdhE0GJ1OLpp1dBADwNsb9mCEdAPVKR2XSG2R8U4D79hucf7w9HM-mtHTLlsXyFfhXqeZvlB9QoPVwac2TGF-W1zcKjj_I3s6mLeQMNxHYf9B-BvD660j9j_l-R59Z7AvxkwS8r1mUPFK8AaFZedaYiKDWukiF1L7WCBx48W2coMRFFHXwnfOtEa5RnpE6QnuiuLk6qiWyGtTQMaXwRq4gZzmw8-VktSTmpvb5GxPhKuK5MKf7iCIi_zY8QSQO3TsosKod2EjMFJB2Em8QXiIfZAig98xe6g3qEF-YLZ3BJEJNEuOma2yKitU7cxoGeHLAdISAbEINZoT0QzSKWjIABgPRMdIgri-fs2-P8Z_qTx2wdJQ3FGR0YH7-KSnF2X7XILpiU7K7aAjxx9gPMNP29qMZVgLpqdbAg7ClbIi4CRUrv1So8z9Lg4i6oIJ6j9VwgXZVC4XewJEL7WcuSB10DM6-F0jIqIcxoVcCniGyGSlPStrenIriwADfqwEs-ls0-hS5noNj7tJZuRb8OD-giNQo7k4YqxZiA7coS7-z_kZCgqpN736DCf6nHvLQmO2TN4hbNRR2eenjtgscOTXsj-XgNfJnlUYJOZdvX4mT4Q%3D%3D,Slim Chickens,,"Fayetteville, AR",Senior Data Analyst - Finance,"· Inquisitive, out-of-the box thinker who is continually on the lookout for opportunities to improve and innovate data science solutions.

· Consistently high standards and a passion for quality in everything you do.

· Proven ability to automate data extraction and consolidation at scale.

· Experienced with languages used to manipulate data and draw insights (e.g. Python, R, etc.)

· Service oriented, Guest First mentality
· 3-5 years’ experience in analytics

· Proficient with SQL

· Hands on experience creating visualizations in BI tools such as Tableau, Power BI, etc.

· Ability to explain/present complicated, advanced analytical methodologies and results to non-technical audiences.

· Excellent communication skills
· Bachelor’s Degree in Computer Science, Information Technology, Operations Research, Applied Mathematics or other relevant field, or equivalent, proven experience.

· Proficient in Python, R, etc.

· Experience in quantitative modeling and statistics in a restaurant environment

· Experience leading complex projects from beginning to end.

Job Type: Full-time",Senior,In person,
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=114&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&cs=1_9d6c4754&cb=1678920214451&jobListingId=1008502856439&cpc=03F67E1B243A1AE3&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-c47576ad66fe4b50--6NYlbfkN0AMofH_6zXbiqn6xehDj89HQNfpf30LHk40Y3Yl5cZTpm-EXukPQNet_K9MQV9Co4xFZ7gbN1gbxQ8LIVzVzGT3fUE3hFiQh0V27VGSIiR80KWQcupshnQHuzUimXI3lC6q6mu2TdXBcS0A1ga8MR0GoB1_BVWeF5XC2ZLP5M5Em8JPFF6g9y3FyPfnegwYtL155Ab3nEv62pWHy8W6nnQYT-AjQ-ZNSdXrr1jpkegcMBN2HHFlXy0X-Kx-sQLVbfSHhQ2oRSc1KFPdIBhFY2Db-Yj1_uj_xtJ6KxfQwIAkb-LjFDgWSa60riOwIRcgXYG7t_vB7a8eohyuOC1qt3PRy0d33rkbwetaSX5CU-ZD29Wmv-cmyDpyd0FIprZsMsSDoAf-CJUrJLrEsb0UtwRdCzQFjkC9Sa6Av97uyfjkkdDTOn34fe3aUYV2qkdHb9bvHvw8PHqnqcVe0vTx7vQrj6awGzulBRBGrFdLTM5sN_cb1WNKb1nrDnmHcZtX5AOtpkgv7VeH53etKo4Tl7bviKoD-3uAdX3S2UmcRf6bObwqo7eQGhR4_aJasX9OjPPC41BIu4HdbXoMC0OV3-uVlLt00bnowa8Y4MEGOT8J_bQ8DJ8K51sTak-mYLR2XlxO1LXGIai6DwLQTiv6DRB4R-mEixR4o87bpFK0Qc_QY_rm2cOHvvNZmkmVCM_LF98-591zjSyPN0dfQdk1uiEOxBMjDa4LCjVc9uveeZ7eCaaYQzkk57-DCUBORxuAPVfTFUuvl0EU8ii-VLCzOEFyrbU9-S9FxityEhbR4XKfw7aFYJe6ObPKH4CVxKviABwYRSCHZ21qSTRtQBSBdO1Vy8RmtdVlInD7jAOB7Qy9DgCdX7IK-5zNMXdweJMs2CHnYX9LgX4xMhgtsxFtGfN4ruwjRMEFLsjtJzi6zrO72i0x4V6E7DXMjIre3MDP2aj-94zKPxRnXFuxxEHULnQP6Nj2zDxHLvOhmLNvx5fXgIH-pyGfgMKJ0IgYc-bYjpe7rDDcxuYM88RkIkbUxaS0ndf_7i43FjNN4l8bz-3UlVFFTewewtuzD-4i0czoIxC-oxISsgcP2NjdoHpDAvstYxBZYofnI8lEB2wWz4b2Cz0EhBfSm48tvLogkoZFNokhho2bmThPbzwlk1xxFlnTI1i7T_hkHwMgdjga8wy3kQ%3D%3D,PNC Financial Services Group,,"Pittsburgh, PA",Data Scientist Sr,"Data Architecture – Knowledge and ability to create models and standards to govern which data is collected, and how it is stored, arranged, integrated, and put to use in data systems and in organizations.

Data Mining – Knowledge of tools, techniques and practices in data mining technologies used to acquire essential business information.

Disruptive Innovation – Knowledge of concepts, principles, and approaches of disruptive innovation; ability to adopt the knowledge into related processes and practices.

Information Capture – Knowledge of the processes and the ability to identify, capture and document relevant business information in an auditable, organized, understandable and easily retrievable manner.

Machine Learning – Knowledge of principles, technologies and algorithms of machine learning; ability to develop, implement and deliver related systems, products and services.

Modeling: Data, Process, Events, Objects – Knowledge of and the ability to use tools and techniques for analyzing and documenting logical relationships among data, processes or events.

Prototyping – Knowledge of and ability to implement prototyping disciplines, tools and techniques in evolutionary models within the target environment.

Query and Database Access Tools – Knowledge of and the ability to use, support and access facilities for extracting and formatting a database management system.",character(0),remote,
Glassdoor,https://www.glassdoor.com/partner/jobListing.htm?pos=115&ao=1110586&s=58&guid=00000186e77165ce810cf2325bec57c6&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_2d14c4d8&cb=1678920214452&jobListingId=1008528195920&cpc=BAB9AA3F436D8911&jrtk=3-0-1grjn2pfchaps801-1grjn2pg3227a000-2a14eff4acf8ee66--6NYlbfkN0D5EoDI19pzLD_ZoAvoqM1-O9qeTV9KvYbDAr1-bMzVcd2lvG0W58dCLjFvANlrn_qMBytIGMqqWOWJ2N-f5bblhtoAlbbt8p_bt3KB3ntKclEbqXI1-9TgpykPXJirfQBTahsPD10BWoWIwkUCocU_55y4C2mkwbYCxHECa225jMHJyrPk06XZVs1Poo6lT7xXUoL5C_GxzwCxW8UIzdv-HWCF29yJUiTx1dIcFzxT7WDPXm7JLuyBBR_ivp8FzKnms52L0h-L9lwcs9ki-KFsCVFtdrG-IwwBrk4cN841piAdQUzHanvKyiF0sAMmh24vSyncCMx4LKSP3KCzkp8jFbIlAbmrSq0ppc8to-vWWs5FXmGSE1NiSPns_ymF-A4FeE3TvK-_EIGyXf3MzgDoIOG7cMX0h66k24362G3EKLfyejGI6OiYftLG7kCbYQfvajH2AGgxIkzuz9FfhMaMvrKuGxJozIbTBc9IeX9On68lO35bef0jtBRkqVMGS1U0tVaD6mxJ0J39Sz1A_VXqK_EzcqdE2j1fDVMs_q1qCLCdd0Dr_c2gSNCIJYRvJi_krxBrneE3RQ%3D%3D,All In Solutions,,"Washington, DC",Data Scientist,"A minimum of 3 – 10 years of relevant experience in an interdisciplinary field that uses scientific methods, processes, algorithms, and systems to extract or extrapolate knowledge and insights from structured and unstructured data, and apply knowledge from the data across a broad range of application domains.

Experience in utilizing automation and scripting techniques as well as presenting results to management and non-technical personnel for consideration.

Specialized Experience: Tableau; R Programing",character(0),character(0),
